Subsystem;FlagDR;Name;Role;Module1;Module2;Module3;
HMP lactate-acetate-formate fermentation;1;ADH;Alcohol dehydrogenase (EC 1.1.1.1);Fermentation;Ethanol fermentation;Ethanol production;
HMP lactate-acetate-formate fermentation;1;LdhA-L;L-lactate dehydrogenase (EC 1.1.1.27);Fermentation;Lactate fermentation;Lactate production;
HMP lactate-acetate-formate fermentation;1;LdhA-D;D-lactate dehydrogenase (EC 1.1.1.28);Fermentation;Lactate fermentation;Lactate production;
HMP lactate-acetate-formate fermentation;1;PflA;Pyruvate formate-lyase (EC 2.3.1.54);Fermentation;Formate fermentation;Formate production;
HMP lactate-acetate-formate fermentation;1;PflB;Pyruvate formate-lyase activating enzyme (EC 1.97.1.4);Fermentation;Formate fermentation;Formate production;
HMP lactate-acetate-formate fermentation;1;FocA1;Formate/nitrite family of transporters;Fermentation;Formate fermentation;Formate production;
HMP lactate-acetate-formate fermentation;1;FocA2;Formate efflux transporter (TC 2.A.44 family);Fermentation;Formate fermentation;Formate production;
HMP lactate-acetate-formate fermentation;1;EutD;Phosphate acetyltransferase (EC 2.3.1.8), ethanolamine utilization-specific;Carbohydrate metabolism;Ethanolamine utilization;Ethanolamine catabolism;
Glucose utilization HMP;1;GlcK;Glucokinase (EC 2.7.1.2);Carbohydrate metabolism;Glucose utilization;Glucose catabolism;
Glucose utilization HMP;1;Hxk;Hexokinase (EC 2.7.1.1);Carbohydrate metabolism;Glucose utilization;Glucose catabolism;
Glucose utilization HMP;1;PpgK;Polyphosphate glucokinase (EC 2.7.1.63);Carbohydrate metabolism;Glucose utilization;Glucose catabolism;
Glucose utilization HMP;1;GlcP;D-glucose proton-symporter (TC 2.A.1.1.42), SP family;Carbohydrate metabolism;Glucose utilization;Glucose uptake;
Glucose utilization HMP;1;GlcP_1;Galactose/glucose transporter, FHS family, MFS superfamily;Carbohydrate metabolism;Glucose utilization;Glucose uptake;
Glucose utilization HMP;1;GlcU;glucose uptake protein;Carbohydrate metabolism;Glucose utilization;Glucose uptake;
Glucose utilization HMP;1;SS;Sugar symporter in Akkermansia;Carbohydrate metabolism;Glucose utilization;Glucose uptake;
Glucose utilization HMP;1;PtsGa;PTS system, glucose-specific IIA component (EC 2.7.1.69);Carbohydrate metabolism;Glucose utilization;Glucose uptake;
Glucose utilization HMP;1;PtsGb;PTS system, glucose-specific IIB component (EC 2.7.1.69);Carbohydrate metabolism;Glucose utilization;Glucose uptake;
Glucose utilization HMP;1;PtsGc;PTS system, glucose-specific IIC component (EC 2.7.1.69);Carbohydrate metabolism;Glucose utilization;Glucose uptake;
Glucose utilization HMP;1;PtsG_bif;PTS system, glucose-specific IIABC (EC 2.7.1.69);Carbohydrate metabolism;Glucose utilization;Glucose uptake;
Glucose utilization HMP;0;GluT;Glucose utilization antiterminator, BglG family;Carbohydrate metabolism;Glucose utilization;Glucose regulation;
Glucose utilization HMP;0;GlcT_1;Transcription antiterminator GlcT;Carbohydrate metabolism;Glucose utilization;Glucose regulation;
Glucose utilization HMP;1;GlvB;PTS system, maltose and glucose-specific IIB component (EC 2.7.1.69);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin uptake;
Glucose utilization HMP;1;GlvC;PTS system, maltose and glucose-specific IIC component (EC 2.7.1.69);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin uptake;
Glucose utilization HMP;1;GlvA;PTS system, maltose and glucose-specific IIA component (EC 2.7.1.69);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin uptake;
Glucose utilization HMP;0;GlvR;Predicted transcriptional regulator of glucose utilization, GntR family;Carbohydrate metabolism;Glucose utilization;Glucose regulation;
Galactose & Tagatose utilization HMP;1;GalM;Aldose 1-epimerase (EC 5.1.3.3);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Galactose & Tagatose utilization HMP;1;GalK;Galactokinase (EC 2.7.1.6);Carbohydrate metabolism;Galactose utilization;Galactose catabolism;
Galactose & Tagatose utilization HMP;1;GalE;UDP-glucose 4-epimerase (EC 5.1.3.2);Carbohydrate metabolism;Galactose utilization;Galactose catabolism;
Galactose & Tagatose utilization HMP;1;GalT;Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10);Carbohydrate metabolism;Galactose utilization;Galactose catabolism;
Galactose & Tagatose utilization HMP;1;GalY;Predicted UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) & galactose-1-phosphate uridylyltransferase (EC 2.7.7.10);Carbohydrate metabolism;Galactose utilization;Galactose catabolism;
Galactose & Tagatose utilization HMP;1;Pgm;Phosphoglucomutase (EC 5.4.2.2);Carbohydrate metabolism;Galactose utilization;Galactose catabolism;
Galactose & Tagatose utilization HMP;1;GalP;Galactose-proton symporter;Carbohydrate metabolism;Galactose utilization;Galactose uptake;
Galactose & Tagatose utilization HMP;1;GlcT;Galactose/glucose transporter, FHS family, MFS superfamily;Carbohydrate metabolism;Glucose utilization;Glucose uptake;
Galactose & Tagatose utilization HMP;1;SgaT;Predicted sodium-dependent galactose transporter;Carbohydrate metabolism;Galactose utilization;Galactose uptake;
Galactose & Tagatose utilization HMP;1;MglA;Galactose/methyl galactoside ABC transport system, ATP-binding protein MglA (EC 3.6.3.17);Carbohydrate metabolism;Galactose utilization;Galactose uptake;
Galactose & Tagatose utilization HMP;1;MglC;Galactose/methyl galactoside ABC transport system, permease protein MglC (TC 3.A.1.2.3);Carbohydrate metabolism;Galactose utilization;Galactose uptake;
Galactose & Tagatose utilization HMP;1;MglB;Galactose/methyl galactoside ABC transport system, D-galactose-binding periplasmic protein MglB (TC 3.A.1.2.3);Carbohydrate metabolism;Galactose utilization;Galactose uptake;
Galactose & Tagatose utilization HMP;1;LacA;Galactose-6-phosphate isomerase, LacA subunit (EC 5.3.1.26);Carbohydrate metabolism;Galactose utilization;Galactose catabolism;
Galactose & Tagatose utilization HMP;1;LacB;Galactose-6-phosphate isomerase, LacB subunit (EC 5.3.1.26);Carbohydrate metabolism;Galactose utilization;Galactose catabolism;
Galactose & Tagatose utilization HMP;1;LacC;Tagatose-6-phosphate kinase (EC 2.7.1.144);Carbohydrate metabolism;Polyol utilization;Galactitol catabolism;
Galactose & Tagatose utilization HMP;1;LacD;Tagatose 1,6-bisphosphate aldolase (EC 4.1.2.40);Carbohydrate metabolism;Polyol utilization;Galactitol catabolism;
Galactose & Tagatose utilization HMP;1;GatA;PTS system, galactose-specific IIA component (EC 2.7.1.69);Carbohydrate metabolism;Galactose utilization;Galactose uptake;
Galactose & Tagatose utilization HMP;1;GatB;PTS system, galactose-specific IIB component (EC 2.7.1.69);Carbohydrate metabolism;Galactose utilization;Galactose uptake;
Galactose & Tagatose utilization HMP;1;GatC;PTS system, galactose-specific IIC component (EC 2.7.1.69);Carbohydrate metabolism;Galactose utilization;Galactose uptake;
Galactose & Tagatose utilization HMP;1;TagABb;PTS system, tagatose-specific IIB component (EC 2.7.1.69);Carbohydrate metabolism;Tagatose utilization;Tagatose uptake;
Galactose & Tagatose utilization HMP;1;TagABc;PTS system, tagatose-specific IIC component (EC 2.7.1.69);Carbohydrate metabolism;Tagatose utilization;Tagatose uptake;
Galactose & Tagatose utilization HMP;1;TagABa;PTS system, tagatose-specific IIA component (EC 2.7.1.69);Carbohydrate metabolism;Tagatose utilization;Tagatose uptake;
Galactose & Tagatose utilization HMP;1;TagK;Tagatose-1-phosphate kinase;Carbohydrate metabolism;Tagatose utilization;Tagatose catabolism;
Galactose & Tagatose utilization HMP;1;TagK1;Tagatose-1-phosphate kinase TagK;Carbohydrate metabolism;Tagatose utilization;Tagatose catabolism;
Galactose & Tagatose utilization HMP;1;LacC1;Tagatose-6-phosphate kinase GatZ (EC 2.7.1.144);Carbohydrate metabolism;Polyol utilization;Galactitol catabolism;
Galactose & Tagatose utilization HMP;0;LacR1;Lactose phosphotransferase system repressor;Carbohydrate metabolism;Galactose utilization;Galactose regulation;
Galactose & Tagatose utilization HMP;0;GalR2;Galactose operon repressor, GalR-LacI family of transcriptional regulators;Carbohydrate metabolism;Galactose utilization;Galactose regulation;
Galactose & Tagatose utilization HMP;0;GalR;Transcriptional regulator of galactose metabolism, DeoR family;Carbohydrate metabolism;Galactose utilization;Galactose regulation;
Galactose & Tagatose utilization HMP;0;TagR1;Tagatose-phosphate transcriptional repressor, RpiR family;Carbohydrate metabolism;Tagatose utilization;Tagatose regulation;
Galactose & Tagatose utilization HMP;0;TagR2;Transcriptional regulator of tagatose utilization, DeoR family;Carbohydrate metabolism;Tagatose utilization;Tagatose regulation;
Galactose & Tagatose utilization HMP;0;TagR3;Predicted transcriptional repressor of tagatose utilization, DeoR family;Carbohydrate metabolism;Tagatose utilization;Tagatose regulation;
Galactose & Tagatose utilization HMP;0;GalR3;Transcriptional regulator of galactose metabolism, LacI family;Carbohydrate metabolism;Galactose utilization;Galactose regulation;
Galactose & Tagatose utilization HMP;1;Gal_IID;Predicted PTS system, galactose-specific IID component;Carbohydrate metabolism;Galactose utilization;Galactose uptake;
Galactose & Tagatose utilization HMP;1;Gal_IIC;Predicted PTS system, galactose-specific IIC component;Carbohydrate metabolism;Galactose utilization;Galactose uptake;
Galactose & Tagatose utilization HMP;1;Gal_IIB;Predicted PTS system, galactose-specific IIB component;Carbohydrate metabolism;Galactose utilization;Galactose uptake;
Galactose & Tagatose utilization HMP;1;Gal_IIA;Predicted PTS system, galactose-specific IIA component;Carbohydrate metabolism;Galactose utilization;Galactose uptake;
Galactose & Tagatose utilization HMP;1;GalM2;galactose mutarotase-like protein;Carbohydrate metabolism;Galactose utilization;Galactose catabolism;
Fructose utilization HMP;1;FruKi;1-phosphofructokinase (EC 2.7.1.56);Carbohydrate metabolism;Fructose utilization;Fructose catabolism;
Fructose utilization HMP;1;Frk_ScrK;Fructokinase (EC 2.7.1.4);Carbohydrate metabolism;Fructose utilization;Fructose catabolism;
Fructose utilization HMP;1;FruP;Predicted fructose transporter;Carbohydrate metabolism;Fructose utilization;Fructose uptake;
Fructose utilization HMP;1;FruE;Fructose-specific ABC transporter, substrate-binding protein FruE;Carbohydrate metabolism;Fructose utilization;Fructose uptake;
Fructose utilization HMP;1;FruF;Fructose-specific ABC transporter, permease protein FruF;Carbohydrate metabolism;Fructose utilization;Fructose uptake;
Fructose utilization HMP;1;FruG;Fructose-specific ABC transporter, permease protein FruG;Carbohydrate metabolism;Fructose utilization;Fructose uptake;
Fructose utilization HMP;1;FruK;Fructose-specific ABC transporter, ATPase protein FruK;Carbohydrate metabolism;Fructose utilization;Fructose uptake;
Fructose utilization HMP;1;FruE_bif;Bifidobacterial fructose/xylose/ribose ABC transporter, substrate-binding protein FruE;Carbohydrate metabolism;Fructose utilization;Fructose uptake;
Fructose utilization HMP;1;FruF_bif;Bifidobacterial fructose/xylose/ribose ABC transporter, permease protein FruF;Carbohydrate metabolism;Fructose utilization;Fructose uptake;
Fructose utilization HMP;1;FruG_bif;Bifidobacterial fructose/xylose/ribose ABC transporter, permease protein FruG;Carbohydrate metabolism;Fructose utilization;Fructose uptake;
Fructose utilization HMP;1;FruK_Bif;Bifidobacterial fructose/xylose/ribose ABC transporter, ATPase protein FruK;Carbohydrate metabolism;Fructose utilization;Fructose uptake;
Fructose utilization HMP;1;FruAa;PTS system, fructose-specific IIA component (EC 2.7.1.69);Carbohydrate metabolism;Fructose utilization;Fructose uptake;
Fructose utilization HMP;1;FruAb;PTS system, fructose-specific IIB component (EC 2.7.1.69);Carbohydrate metabolism;Fructose utilization;Fructose uptake;
Fructose utilization HMP;1;FruAc;PTS system, fructose-specific IIC component (EC 2.7.1.69);Carbohydrate metabolism;Fructose utilization;Fructose uptake;
Fructose utilization HMP;1;FruAd;PTS system, fructose-specific IID component;Carbohydrate metabolism;Fructose utilization;Fructose uptake;
Fructose utilization HMP;1;FruAa1;PTS system, fructose-specific IIA component (EC 2.7.1.202);Carbohydrate metabolism;Fructose utilization;Fructose uptake;
Fructose utilization HMP;1;FruAb1;PTS system, fructose-specific IIB component (EC 2.7.1.202);Carbohydrate metabolism;Fructose utilization;Fructose uptake;
Fructose utilization HMP;1;FruAc1;PTS system, fructose-specific IIC component;Carbohydrate metabolism;Fructose utilization;Fructose uptake;
Fructose utilization HMP;1;FruA_bif;PTS system, fructose-specific IIABC (EC 2.7.1.202);Carbohydrate metabolism;Fructose utilization;Fructose uptake;
Fructose utilization HMP;0;FruR;Transcriptional regulator of fructose utilization, ROK family;Carbohydrate metabolism;Fructose utilization;Fructose regulation;
Fructose utilization HMP;0;FruR2;Transcriptional repressor of the fructose operon, DeoR family;Carbohydrate metabolism;Fructose utilization;Fructose regulation;
Fructose utilization HMP;0;FruT;Fructose utilization antiterminator, BglG family;Carbohydrate metabolism;Fructose utilization;Fructose regulation;
Fructose utilization HMP;0;FruR3;Predicted transcriptional regulator of fructose utilization, RpiR family;Carbohydrate metabolism;Fructose utilization;Fructose regulation;
Mannose and Mannosides utilization HMP;1;ManA;Mannose-6-phosphate isomerase (EC 5.3.1.8);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;ManA1;Mannose-6-phosphate isomerase, class I (EC 5.3.1.8);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;ManA2;Mannose-6-phosphate isomerase, archaeal (EC 5.3.1.8);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;ManI;D-mannose isomerase (EC 5.3.1.7);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;GmuE;Predicted mannokinase (EC 2.7.1.7);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;ManK2;Mannokinase (EC 2.7.1.7);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;Hxk;Hexokinase (EC 2.7.1.1);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;ManK1;Predicted mannose kinase, ROK family;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;ManB;Phosphomannomutase (EC 5.4.2.8);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;ManC;Mannose-1-phosphate guanylyltransferase (GDP) (EC 2.7.7.22);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;MnbE;Mannobiose 2-epimerase (EC 5.1.3.11);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;Mna_GH38;Exo-alpha-mannosidase, GH38;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;Mna_GH125;exo-alpha-1,6-mannosidase (EC 3.2.1.-), GH125 family;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;MnnA1;Alpha-mannosidase (EC 3.2.1.24);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;MnnA2;putative alpha-1,2-mannosidase;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;MnnA5;putative alpha-1,6-mannanase;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;MnnA6;alpha-mannosidase (EC 3.2.1.24);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;MnbX;Exo-beta-mannosidase, GH2;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;MnnB1;Beta-mannosidase (EC 3.2.1.25);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;Man2;Beta-mannosidase Man2;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;MnnA3;Endo-alpha-mannosidase;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;MnnA4;Endo-mannanase (EC 3.2.1.78);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;BaMan26A;Extracellular endo-beta-(1-4)-mannanase, GH26;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;BlMan5_8;Extracellular endo-beta-(1-4)-mannanase, GH5_8;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;MnnB2;Endo-1,4-beta-mannosidase;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;MnnB3;Mannan endo-1,4-beta-mannosidase;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;GmuG;Mannan endo-1,4-beta-mannosidase precursor (EC 3.2.1.78);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;AgaM;Predicted galactomannan alpha-(1-6)-galactosidase, GH36;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;Bgl1_2;Broad specificity beta-glucosidase, GH1;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;MnbY;Predicted mannan acetyl-esterase;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;GmuD;6-phospho-beta-glucosidase (EC 3.2.1.86) involved in glucomannan utilization;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;BmoP;Beta-1,4-mannooligosaccharide phosphorylase (EC 2.4.1.319);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;BmgP;4-O-beta-D-mannosyl-D-glucose phosphorylase (EC 2.4.1.281);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides catabolism;
Mannose and Mannosides utilization HMP;1;ManX1a;PTS system, mannose-specific IIA component;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;ManX1b;PTS system, mannose-specific IIB component (EC 2.7.1.69);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;ManY1c;PTS system, mannose-specific IIC component;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;ManZ1d;PTS system, mannose-specific IID component;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;ManX2a;PTS system, mannose-specific IIA component (EC 2.7.1.69);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;ManX2b;PTS system, mannose-specific IIB component;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;ManY2c;PTS system, mannose-specific IIC component (EC 2.7.1.69);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;ManZ3d;PTS system, fructose- and mannose-inducible IID component (EC 2.7.1.69);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;ManX3a;PTS system, fructose- and mannose-inducible IIA component (EC 2.7.1.69);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;ManX3b;PTS system, fructose- and mannose-inducible IIB component;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;ManY3c;PTS system, fructose- and mannose-inducible IIC component;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;ManP1;Predicted mannose transporter, GGP family;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;ManP2;Predicted sodium-dependent mannose transporter;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;ManP3;Predicted mannose transporter, FucP family;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;ManTa;Predicted mannose ABC transporter, substrate-binding protein;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;ManTb;Predicted mannose ABC transporter, permease protein 1;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;ManT;Mannose-proton symporter;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;ManTc;Predicted mannose ABC transporter, permease protein 2;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;GmuC;PTS system, oligo-beta-mannoside-specific IIC component (EC:2.7.1.69);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;GmuB;PTS system, oligo-beta-mannoside-specific IIB component (EC:2.7.1.69);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;GmuA;PTS system, oligo-beta-mannoside-specific IIA component (EC:2.7.1.69);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;MosTa;PTS system, beta-mannose-oligosaccharides-specific IIA component (EC 2.7.1.69);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;MosTb;PTS system, beta-mannose-oligosaccharides-specific IIB component (EC 2.7.1.69);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;MosTc;PTS system, beta-mannose-oligosaccharides-specific IIC component (EC 2.7.1.69);Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;MnbP;Predicted mannobiose transporter, GPH family;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;MnbA;Beta-mannose-oligosaccharides ABC transport system, substrate-binding protein;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;MnbB;Beta-mannose-oligosaccharides ABC transport system, permease protein 1;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;MnbC;Beta-mannose-oligosaccharides ABC transport system, permease protein 2;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;MnbTa;Predicted mannobiose ABC transporter, substrate-binding protein;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;MnbTb;Predicted mannobiose ABC transporter, permease protein 1;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;MnbTc;Predicted mannobiose ABC transporter, permease protein 2;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;ManE;Mannoside ABC transport system, sugar-binding protein;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;ManF;Mannoside ABC transport system, permease protein 1;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;ManG;Mannoside ABC transport system, permease protein 2;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;ManL;Mannoside ABC transport system, ATP-binding protein 1;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;1;ManM;Mannoside ABC transport system, ATP-binding protein 2;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides uptake;
Mannose and Mannosides utilization HMP;0;ManO;Putative regulator of the mannose operon, ManO;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides regulation;
Mannose and Mannosides utilization HMP;0;ManQ;Predicted regulator of mannoside utilization, LacI family;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides regulation;
Mannose and Mannosides utilization HMP;0;ManR1;Transcriptional regulator of mannoside utilization, LacI family;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides regulation;
Mannose and Mannosides utilization HMP;0;ManR2;Transcriptional regulator of mannoside utilization, variant 2, LacI family;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides regulation;
Mannose and Mannosides utilization HMP;0;ManR3;Activator of the mannose operon (transcriptional antiterminator), BglG family;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides regulation;
Mannose and Mannosides utilization HMP;0;ManR4;Predicted transcriptional regulator of Mannose utilization, GntR family;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides regulation;
Mannose and Mannosides utilization HMP;0;ManR5;Predicted transcriptional regulator of mannooligosacharide utilization ManR5, LacI family;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides regulation;
Mannose and Mannosides utilization HMP;0;ManR6;Predicted transcriptional regulator of Mannose utilization ManR6, GntR family;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides regulation;
Mannose and Mannosides utilization HMP;0;MnbR;Predicted transcriptional regulator of beta-mannose-oligosaccharides utilization, LacI family;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides regulation;
Mannose and Mannosides utilization HMP;0;MosR;Predicted transcriptional antiterminator of beta-mannose-oligosaccharides utilization, BglG family;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides regulation;
Mannose and Mannosides utilization HMP;0;ManR7;Predicted transcriptional regulator for mannose PTS, GntR family;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides regulation;
Mannose and Mannosides utilization HMP;0;ManR8;Transcriptional regulator of mannan utilization, AraC family;Carbohydrate metabolism;Mannose and Mannosides utilization;Mannose and Mannosides regulation;
Hexuronates utilization HMP;1;UxuA;Mannonate dehydratase (EC 4.2.1.8);Carbohydrate metabolism;Galacturonate, Glucuronate, Oligogalacturonate and Glucuronide utilization;Hexuronates catabolism;
